,label,area,mean_intensity,weighted_centroid-0,weighted_centroid-1,target_intensity,target_log_intensity,SBR,size_fraction,expressed,normalized_target_log_intensity
83,85,324.0,1557.8487654320988,293.0634164317286,346.66447479212195,26151.993827160495,10.171680712367023,2.111999455288076,0.4382716049382716,True,0.6696838620332266
84,86,94.0,1973.9255319148936,294.27019816867784,339.01242798398266,40379.72340425532,10.606083042023045,2.484592780466434,0.6063829787234043,True,0.7409911100649544
85,87,278.0,1307.658273381295,295.4442919271915,332.32293984799014,26642.269784172662,10.190254323133415,2.2423609519649723,0.5179856115107914,True,0.6727327247564368
88,90,355.0,486.40281690140847,304.19917995285886,1040.294105042479,891.2478873239437,6.7926226012616775,1.3369231959247094,0.3971830985915493,True,0.11501065152580114
89,91,200.0,451.74,305.57835259219905,900.9355160047816,738.88,6.605135526166131,1.2117264643326435,0.46,True,0.08423460256407567
90,92,369.0,459.68834688346885,318.4945261606485,1112.514906411201,714.6205962059621,6.571751767180627,1.1859727842352576,0.3170731707317073,True,0.07875465040982355
92,94,329.0,486.1367781155015,320.30546645908754,1047.960941358893,718.3282674772037,6.57692666160896,1.1521037085912127,0.2188449848024316,True,0.07960411058843553
94,96,241.0,518.8174273858921,329.5998880313512,471.5620586235854,1862.1078838174274,7.529464395910142,1.9194245779842198,0.6556016597510373,True,0.23596341126985365
95,97,234.0,523.9401709401709,327.68288445539224,482.4298053865353,791.4615384615385,6.673881284914273,1.071728696864309,0.09401709401709402,True,0.09551923557712794
97,99,216.0,456.72222222222223,329.00861614564326,1688.095527713579,881.0,6.78105762593618,1.2574043974810305,0.5277777777777778,True,0.11311225801426295
102,104,393.0,490.30788804071244,342.0414861098858,1313.4821865058566,650.9389312977099,6.478415830277968,1.0950767380505146,0.11195928753180662,True,0.06343353367395843
104,106,397.0,477.4433249370277,355.1404679627529,1135.018655200612,653.5037783375315,6.482348314742332,1.116425833140303,0.1964735516372796,True,0.06407905195491082
106,108,442.0,544.2533936651583,356.62545310941135,713.4052585633522,1104.2941176470588,7.006961602268146,1.4086432727156994,0.38687782805429866,True,0.1501944506544648
107,109,277.0,461.60649819494586,361.9402885856176,1242.0973917803933,784.1227436823104,6.664565568915315,1.1962791895737992,0.37184115523465705,True,0.09399005853091635
111,113,382.0,474.4554973821989,372.93236666997717,1103.2973427792674,720.6361256544502,6.580134329800173,1.1869447342861803,0.3089005235602094,True,0.08013065010192166
112,114,403.0,477.3076923076923,377.3909542252606,221.03031894154037,767.2431761786601,6.642803799590839,1.2048351248551976,0.3250620347394541,True,0.09041785880524156
115,117,379.0,488.41952506596306,397.4207637579614,906.3773303585416,672.1715039577837,6.510513522184432,1.1386262309346988,0.24802110817941952,True,0.06870237760449771
119,121,320.0,467.69375,412.94984030682474,246.46989883871657,651.71875,6.479613103831319,1.1266325840975648,0.171875,True,0.06363006641884095
133,135,483.0,686.7908902691512,462.0885083805619,388.9927890992403,599.2981366459627,6.395759198241824,1.0876013008710954,0.07453416149068323,True,0.04986542742845157
134,136,277.0,484.3971119133574,461.8057654757114,524.371409620057,996.0830324909747,6.903830620064644,1.3695492450700888,0.5090252707581228,True,0.13326547485094187
135,137,215.0,461.42325581395346,464.92453077434834,790.0386972562144,720.0883720930233,6.579373943496372,1.2251458718530093,0.4604651162790698,True,0.08000583250527571
141,143,375.0,477.80266666666665,492.564551055945,1318.5191487699246,677.8586666666666,6.518938809966518,1.1293958927787646,0.22933333333333333,True,0.07008539064241481
142,144,100.0,459.75,487.51443175638934,1419.5000326264274,1052.03,6.958476910001316,1.564576616426797,0.9,True,0.14223567663050773
144,146,228.0,459.3464912280702,498.5277902435764,1191.9776665934633,769.609649122807,6.645883437114384,1.259956974202761,0.5043859649122807,True,0.09092338205350114
148,150,366.0,478.26229508196724,507.34329082973426,466.3059573592925,761.0437158469946,6.634690801477203,1.201430973591351,0.3333333333333333,True,0.0890861081923291
154,156,413.0,522.5617433414044,532.9455420771205,938.0144427248886,755.2154963680388,6.6270031341759035,1.1849326193917957,0.29055690072639223,True,0.08782417573567503
156,158,374.0,484.05080213903744,540.6020272323032,1225.50613417295,667.0561497326203,6.502874224880152,1.1014319789884162,0.0855614973262032,True,0.0674483850946146
159,161,119.0,459.327731092437,549.9938894987193,266.8921880717161,1010.9915966386554,6.918686907055814,1.658020120654954,0.9411764705882353,True,0.13570413797263536
162,164,420.0,507.2238095238095,562.2609442624182,1218.4448773435226,709.1928571428572,6.564127502438754,1.1372198784044838,0.2261904761904762,True,0.07750312549871441
164,166,393.0,491.9083969465649,567.0486395613491,1094.578600248293,750.0381679389313,6.620124095820716,1.2073916207184652,0.3231552162849873,True,0.08669497991713149
165,167,380.0,490.41315789473686,570.3623314391195,823.992573394077,646.8394736842105,6.472098155037114,1.1109759029703776,0.14210526315789473,True,0.0623964857471202
166,168,393.0,498.1043256997456,575.9853081658196,1031.548910628081,621.7201017811705,6.432489994323701,1.0961371240278421,0.07633587786259542,True,0.055894796535857605
169,171,241.0,456.41078838174275,593.6047638529024,1344.3033501522796,732.9958506224067,6.597140041055359,1.1923450603235928,0.3775933609958506,True,0.08292214173915502
